"","X","network_number","dataset_id","type","nnodes","nedges","connectance","linkage_density","network_description","doi","year","first_author","paper_url","ecosystem","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","ID","solar_radiation","ID.1","human_footprint","network_number_list","distance","sq_wasserstein_in_out_location_PERC","sq_wasserstein_in_out_size_PERC","sq_wasserstein_in_out_shape_PERC"
"93",93,"Network #1528","Dataset #144","antagonistic",42,183,0.103741496598639,4.35714285714286,"Food web structure of an arctic stream (Ivishak Spring Stream), Alaska","10.1111/j.1365-2427.2006.01567.x",2006,"parker","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2427.2006.01567.x","freshwater",-66.6666666666667,283.333333333333,42.3333333333333,13841,252.333333333333,-414,666,114.333333333333,-208.333333333333,115.333333333333,-211.333333333333,327,770,69.6666666666667,25455.3333333333,697,100,696.333333333333,106.333333333333,285,7038.58333333333,285,0,"Network #1528",0.0613699123420612,40.1574042366819,13.6279339722354,46.2146617910827
"94",94,"Network #1529","Dataset #144","antagonistic",37,150,0.109569028487947,4.05405405405405,"Food web structure of an arctic stream (Ivishak Mountain Stream), Alaska","10.1111/j.1365-2427.2006.01567.x",2006,"parker","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2427.2006.01567.x","freshwater",-66.6666666666667,283.333333333333,42.3333333333333,13841,252.333333333333,-414,666,114.333333333333,-208.333333333333,115.333333333333,-211.333333333333,327,770,69.6666666666667,25455.3333333333,697,100,696.333333333333,106.333333333333,286,7038.58333333333,286,0,"Network #1529",0.03245547887075,16.3722204243227,14.2702895858386,69.3574899898387
"95",95,"Network #1259","Dataset #15","antagonistic",41,169,0.100535395597858,4.1219512195122,"Food web of pelagic communities of small lakes and ponds of the Squaw Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",42.6666666666667,272.666666666667,44,13012.6666666667,293.333333333333,-331,624.333333333333,178.333333333333,-131,179.666666666667,-132.333333333333,676,1238,206.333333333333,37301.6666666667,1152.66666666667,232.333333333333,1147,236.333333333333,287,12565.5,287,17.3137187957764,"Network #1259",4.81180301499646e-17,0,0,100
"96",96,"Network #1247","Dataset #15","antagonistic",41,137,0.0814991076740036,3.34146341463415,"Food web of pelagic communities of small lakes and ponds of the .","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",64.3333333333333,269,46.3333333333333,11342.6666666667,295.666666666667,-287,582.666666666667,183,-88,184.666666666667,-89,719.666666666667,1282.33333333333,238.333333333333,36107,1189.33333333333,299.333333333333,1185.33333333333,303.333333333333,288,12304.0833333333,288,8.42280006408691,"Network #1247",3.55382195268066e-17,0,0,100
"97",97,"Network #1237","Dataset #15","antagonistic",45,212,0.104691358024691,4.71111111111111,"Food web of pelagic communities of small lakes and ponds of the Gull Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",58,276.333333333333,46,11629,292.666666666667,-311.333333333333,604,178,-99,179,-102,727.333333333333,1268,244,35456.6666666667,1182.33333333333,306.666666666667,1178.33333333333,312,291,12350.5833333333,291,2,"Network #1237",3.58977593878305e-17,0,0,100
"98",98,"Network #1264","Dataset #15","antagonistic",32,136,0.1328125,4.25,"Food web of pelagic communities of small lakes and ponds of the Whipple Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",55.6666666666667,277.666666666667,46.3333333333333,11628,291.666666666667,-307,599,176,-100,178.333333333333,-102,706,1248,236.333333333333,35039.3333333333,1157,294.666666666667,1152.66666666667,299.333333333333,293,12304.0833333333,293,3.32895612716675,"Network #1264",3.8876066108996e-17,0,0,100
"99",99,"Network #1499","Dataset #117","antagonistic",28,37,0.0471938775510204,1.32142857142857,"The arthropod community of bovine and equine dung in the Chihuahuan desert near El Paso, Texas","10.1093/aesa/76.4.790",1983,"schoenly","https://academic.oup.com/aesa/article-abstract/76/4/790/14054?redirectedFrom=fulltext","terrestrial",187,269,55.3333333333333,8346,431,-53.6666666666667,485,277.333333333333,105.666666666667,291.333333333333,88.6666666666667,666.333333333333,1102.33333333333,356.666666666667,25086,1005.66666666667,407.666666666667,964.666666666667,431.333333333333,294,19585.5,294,7.07314395904541,"Network #1499",0.423280784060407,54.3017273521373,15.7231450839144,29.9751275639483
"100",100,"Network #1265","Dataset #15","antagonistic",27,42,0.0576131687242798,1.55555555555556,"Food web of pelagic communities of small lakes and ponds of the Wolf Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",49.3333333333333,276.333333333333,46,11705,285.333333333333,-318,603,170,-108,171,-111.333333333333,708.333333333333,1232.66666666667,236,34663,1148.66666666667,292.666666666667,1145,298,295,12322.4166666667,295,0,"Network #1265",4.04264782597206e-17,0,0,100
"101",101,"Network #1068","Dataset #74","antagonistic",21,67,0.151927437641723,3.19047619047619,"Food web of the Zoostera ecosystem of the Mondego bay estuary","10.1016/j.ecolmodel.2010.12.010",2011,"alexandra baeta","https://doi.org/10.1016%2Fj.ecolmodel.2010.12.010","coastal",176,85.6666666666667,41.6666666666667,3378,285.333333333333,85,200.333333333333,211.666666666667,141,216.666666666667,136.666666666667,912,1158.33333333333,702.333333333333,15037.6666666667,1101,742.333333333333,1078.66666666667,757,296,15706.5833333333,296,41.052864074707,"Network #1068",0.015401284648069,1.97946270575093,45.6071682985448,52.4133689957043
"102",102,"Network #1464","Dataset #94","antagonistic",15,42,0.186666666666667,2.8,"Food web structure and diet composition based on an Ecopath model in Lake Hayq, Ethiopia","10.1016/j.ecolmodel.2010.09.038",2011,"fetahi","https://www.sciencedirect.com/science/article/pii/S0304380010005259","freshwater",187.666666666667,166.666666666667,66.6666666666667,1934.33333333333,311.666666666667,61,251.333333333333,191,174.333333333333,210.333333333333,165,1038.66666666667,1303,748.333333333333,17775,1240,822,1076.33333333333,891,297,19701.75,297,8,"Network #1464",0.112034699402005,57.2838398463445,0.578677101629111,42.1374830520264
"103",103,"Network #1113","Dataset #79","antagonistic",22,34,0.0702479338842975,1.54545454545455,"Food web of the Chesapeake's Bay Eelgrass Bed in May 2006","10.1007/s12237-010-9356-4",2011,"james g. douglass","https://doi.org/10.1007%2Fs12237-010-9356-4","coastal",167,239.333333333333,50.6666666666667,8105,378,-96.3333333333333,474.666666666667,262.666666666667,70.6666666666667,266.333333333333,68.6666666666667,980.666666666667,1516.66666666667,558,31999.6666666667,1408.33333333333,632,1393.66666666667,638.333333333333,298,14770,298,NA,"Network #1113",0.0472962105750167,36.9694405635576,4.37682616927983,58.6537332671626
"104",104,"Network #1112","Dataset #79","antagonistic",25,45,0.072,1.8,"Food web of the Chesapeake's Bay Eelgrass Bed in April 2005","10.1007/s12237-010-9356-4",2011,"james g. douglass","https://doi.org/10.1007%2Fs12237-010-9356-4","coastal",167,239.333333333333,50.6666666666667,8105,378,-96.3333333333333,474.666666666667,262.666666666667,70.6666666666667,266.333333333333,68.6666666666667,980.666666666667,1516.66666666667,558,31999.6666666667,1408.33333333333,632,1393.66666666667,638.333333333333,299,14770,299,NA,"Network #1112",0.0183482279265634,26.7055762529857,0.24542569371353,73.0489980533008
"105",105,"Network #1114","Dataset #79","antagonistic",26,41,0.0606508875739645,1.57692307692308,"Food web of the Chesapeake's Bay Eelgrass Bed in August 2006","10.1007/s12237-010-9356-4",2011,"james g. douglass","https://doi.org/10.1007%2Fs12237-010-9356-4","coastal",167,239.333333333333,50.6666666666667,8105,378,-96.3333333333333,474.666666666667,262.666666666667,70.6666666666667,266.333333333333,68.6666666666667,980.666666666667,1516.66666666667,558,31999.6666666667,1408.33333333333,632,1393.66666666667,638.333333333333,300,14770,300,NA,"Network #1114",0.0157404466584609,8.13805957221943,0.241990543566233,91.6199498842143
"106",106,"Network #1238","Dataset #15","antagonistic",16,25,0.09765625,1.5625,"Food web of pelagic communities of small lakes and ponds of the Gull Lake North.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",53.6666666666667,280.666666666667,45.3333333333333,11840.3333333333,291.666666666667,-325.666666666667,617.333333333333,175.666666666667,-105.333333333333,176.666666666667,-108.333333333333,709.333333333333,1235.66666666667,237.333333333333,34547.6666666667,1151.33333333333,298.666666666667,1148.33333333333,304.333333333333,302,12332.5,302,0.926242470741272,"Network #1238",5.63592382639576e-17,0,0,100
"107",107,"Network #1596","Dataset #164","antagonistic",24,108,0.1875,4.5,"Food web structure of Lake Constance based on an Ecopath model, Central Europe","10.1111/j.1461-0248.2012.01777.x",2012,"boit","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1461-0248.2012.01777.x","freshwater",102.333333333333,202.666666666667,48.6666666666667,7074.33333333333,297.333333333333,-117.666666666667,414.666666666667,183,12.6666666666667,183.666666666667,10.6666666666667,691,1123.33333333333,339.333333333333,27410,1051,385,1047.33333333333,390,303,11440.25,303,16.2805786132812,"Network #1596",0.0439051056172,55.6064315454824,12.929753814671,31.4638146398467
"108",108,"Network #1527","Dataset #144","antagonistic",38,157,0.108725761772853,4.13157894736842,"Food web structure of an arctic stream (Ivishak Mountain Stream), Alaska","10.1111/j.1365-2427.2006.01567.x",2006,"parker","https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2427.2006.01567.x","freshwater",-66.6666666666667,283.333333333333,42.3333333333333,13841,252.333333333333,-414,666,114.333333333333,-208.333333333333,115.333333333333,-211.333333333333,327,770,69.6666666666667,25455.3333333333,697,100,696.333333333333,106.333333333333,305,7038.58333333333,305,0,"Network #1527",0.0213558142888413,7.58517359243637,19.2659059310583,73.1489204765053
"109",109,"Network #1469","Dataset #97","antagonistic",6,7,0.194444444444444,1.16666666666667,"Food web structure of a deep oligotrophic lake (Lake Crescent), Washington, USA","10.1071/mf10229",2011,"hampton","https://www.researchgate.net/profile/Peter_Leavitt/publication/262993345_Disproportionate_importance_of_nearshore_habitat_for_the_food_web_of_a_deep_oligotrophic_lake/links/54025f970cf2c48563af8977.pdf","freshwater",118,157,47,5570.66666666667,294,-43.6666666666667,337.333333333333,184,57,185,51.3333333333333,704.333333333333,1005,470,17561.6666666667,936,516.333333333333,932.666666666667,531,306,11411.5833333333,306,6.09725713729858,"Network #1469",0.0594149408068013,54.8688733831803,6.24372861098952,38.8873980058302
"110",110,"Network #1561","Dataset #152","antagonistic",25,64,0.1024,2.56,"Food web structure of a rabbit carrion after after 4 days, Chihuahan Desert, El Paso County, Texas","10.1016/s0140-1963(18)31510-6",1983,"schoenly and reid","https://www.sciencedirect.com/science/article/abs/pii/S0140196318315106","terrestrial",193.333333333333,270,55.3333333333333,8423.66666666667,440,-49.3333333333333,489,285.333333333333,114.333333333333,298.666666666667,94.3333333333333,657.666666666667,1104,354,25244,1006,403,957.333333333333,432,307,19760.1666666667,307,33.6524085998535,"Network #1561",0.0620582562308796,34.1774837087176,24.8045755197521,41.0179407715303
"111",111,"Network #1678","Dataset #174","antagonistic",24,72,0.125,3,"PFood web structure of the primate community in Lopé Reserve, Gabon","10.1002/(SICI)1098-2345(1997)42:1<1::AID-AJP1>3.0.CO;2-0",1997,"tutin","https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291098-2345%281997%2942%3A1%3C1%3A%3AAID-AJP1%3E3.0.CO%3B2-0","terrestrial",253.333333333333,76.6666666666667,68,674.333333333333,309.666666666667,197,112.666666666667,256.333333333333,247,261.666666666667,246,1816.66666666667,1957.33333333333,1632,10007.3333333333,1922.66666666667,1681.33333333333,1859.33333333333,1720,309,11972.9166666667,309,4,"Network #1678",0.0711556566756112,51.9737294946304,7.43352790171887,40.5927426036508
"112",112,"Network #1550","Dataset #148","antagonistic",36,77,0.0594135802469136,2.13888888888889,"Food web structure of the gall community on A. canescens, southern California, USA","10.1111/j.1365-2311.1984.tb00851.x",1984,"hawkins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1984.tb00851.x","terrestrial",184.666666666667,282,60.3333333333333,6756.33333333333,437,-30.6666666666667,468.333333333333,264.666666666667,119,268.666666666667,106.333333333333,591.333333333333,912.666666666667,409.333333333333,15843.6666666667,809.666666666667,444,782.333333333333,462.333333333333,310,19156.9166666667,310,7.74087476730347,"Network #1550",0.0156351106218285,1.90242765771287,20.5872850898045,77.5102872524826
"113",113,"Network #1551","Dataset #148","antagonistic",37,74,0.0540540540540541,2,"Food web structure of the gall community on A. polycarpa, southern California, USA","10.1111/j.1365-2311.1984.tb00851.x",1984,"hawkins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1984.tb00851.x","terrestrial",184.666666666667,282,60.3333333333333,6756.33333333333,437,-30.6666666666667,468.333333333333,264.666666666667,119,268.666666666667,106.333333333333,591.333333333333,912.666666666667,409.333333333333,15843.6666666667,809.666666666667,444,782.333333333333,462.333333333333,311,19156.9166666667,311,7.74087476730347,"Network #1551",0.0158306176351582,0.98701139526601,5.2715306619461,93.7414579427879
"114",114,"Network #1552","Dataset #148","antagonistic",13,22,0.130177514792899,1.69230769230769,"Food web structure of the blister leaf/nipple bud galls of Asphondylia on A. canescens, southern California, USA","10.1111/j.1365-2311.1984.tb00851.x",1984,"hawkins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1984.tb00851.x","terrestrial",184.666666666667,282,60.3333333333333,6756.33333333333,437,-30.6666666666667,468.333333333333,264.666666666667,119,268.666666666667,106.333333333333,591.333333333333,912.666666666667,409.333333333333,15843.6666666667,809.666666666667,444,782.333333333333,462.333333333333,312,19156.9166666667,312,7.74087476730347,"Network #1552",0.0278382010978398,8.30294502299482,5.03264533872856,86.6644096382766
"115",115,"Network #1553","Dataset #148","antagonistic",9,17,0.209876543209877,1.88888888888889,"Food web structure of the club stem galls of Asphondylia on A. polycarpa, southern California, USA","10.1111/j.1365-2311.1984.tb00851.x",1984,"hawkins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1984.tb00851.x","terrestrial",184.666666666667,282,60.3333333333333,6756.33333333333,437,-30.6666666666667,468.333333333333,264.666666666667,119,268.666666666667,106.333333333333,591.333333333333,912.666666666667,409.333333333333,15843.6666666667,809.666666666667,444,782.333333333333,462.333333333333,313,19156.9166666667,313,7.74087476730347,"Network #1553",0.097098622333727,59.6878749249458,19.7077217088111,20.6044033662432
"116",116,"Network #1557","Dataset #148","antagonistic",12,29,0.201388888888889,2.41666666666667,"Food web structure of the oval twig galls of Asphondylia on A. canescens, southern California, USA","10.1111/j.1365-2311.1984.tb00851.x",1984,"hawkins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1984.tb00851.x","terrestrial",184.666666666667,282,60.3333333333333,6756.33333333333,437,-30.6666666666667,468.333333333333,264.666666666667,119,268.666666666667,106.333333333333,591.333333333333,912.666666666667,409.333333333333,15843.6666666667,809.666666666667,444,782.333333333333,462.333333333333,314,19156.9166666667,314,7.74087476730347,"Network #1557",0.0249008007711936,3.87441856877246,7.85781842790077,88.2677630033268
"117",117,"Network #1558","Dataset #148","antagonistic",19,32,0.0886426592797784,1.68421052631579,"Food web structure of the tumour stem galls of Asphondylia on A. canescens, southern California, USA","10.1111/j.1365-2311.1984.tb00851.x",1984,"hawkins","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2311.1984.tb00851.x","terrestrial",184.666666666667,282,60.3333333333333,6756.33333333333,437,-30.6666666666667,468.333333333333,264.666666666667,119,268.666666666667,106.333333333333,591.333333333333,912.666666666667,409.333333333333,15843.6666666667,809.666666666667,444,782.333333333333,462.333333333333,315,19156.9166666667,315,7.74087476730347,"Network #1558",0.0319953591903028,4.34391348768077,11.2381535380177,84.4179329743015
"118",118,"Network #1570","Dataset #157","antagonistic",57,142,0.043705755617113,2.49122807017544,"Food web structure of the Catlins stream (1 year post harvest) , New Zealand","10.1080/00288330.2004.9517265",2004,"thompson","https://www.tandfonline.com/doi/abs/10.1080/00288330.2004.9517265","freshwater",132.333333333333,152,57.6666666666667,3696,287,22.3333333333333,265,174,88.6666666666667,177,87,719,934.666666666667,541.333333333333,13341,887.333333333333,571,876.666666666667,574,316,12632.0833333333,316,13.9567403793335,"Network #1570",0.0211698637370799,28.4323889318284,20.2692439594958,51.2983671086758
"119",119,"Network #1584","Dataset #158","antagonistic",32,106,0.103515625,3.3125,"Food web structure of the macroinvertebrate riffle community of Duffin Creek (February 1986), Ontario, Canada","10.2307/2963482",1996,"tavares-cromar","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2963482","freshwater",87.6666666666667,250.333333333333,44,11385.6666666667,339,-231.666666666667,570.666666666667,213.666666666667,-64,215,-65,746,1281.66666666667,240,36326.6666666667,1208,301,1196.66666666667,305.666666666667,317,12744.9166666667,317,24.438045501709,"Network #1584",0.201208507654152,50.7159236337162,18.9323423372026,30.3517340290812
"120",120,"Network #1585","Dataset #158","antagonistic",31,102,0.106139438085328,3.29032258064516,"Food web structure of the macroinvertebrate riffle community of Duffin Creek (April 1986), Ontario, Canada","10.2307/2963482",1996,"tavares-cromar","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2963482","freshwater",87.6666666666667,250.333333333333,44,11385.6666666667,339,-231.666666666667,570.666666666667,213.666666666667,-64,215,-65,746,1281.66666666667,240,36326.6666666667,1208,301,1196.66666666667,305.666666666667,318,12744.9166666667,318,24.438045501709,"Network #1585",0.230443466516229,59.8182681073732,13.6521362693094,26.5295956233174
"121",121,"Network #1588","Dataset #158","antagonistic",32,102,0.099609375,3.1875,"Food web structure of the macroinvertebrate riffle community of Duffin Creek (October 1986), Ontario, Canada","10.2307/2963482",1996,"tavares-cromar","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2963482","freshwater",87.6666666666667,250.333333333333,44,11385.6666666667,339,-231.666666666667,570.666666666667,213.666666666667,-64,215,-65,746,1281.66666666667,240,36326.6666666667,1208,301,1196.66666666667,305.666666666667,319,12744.9166666667,319,24.438045501709,"Network #1588",0.272263968214206,70.1913985946547,7.42680282556088,22.3817985797844
"122",122,"Network #1589","Dataset #159","antagonistic",20,54,0.135,2.7,"Food web structure of a benthic macroinvertebrate community in a second order stream, Hubei Province, China","10.1080/02705060.2008.9664219",2008,"huang","https://www.tandfonline.com/doi/abs/10.1080/02705060.2008.9664219","freshwater",182,218.666666666667,48,8493.33333333333,401.666666666667,-55,456,275.333333333333,77,283,75.3333333333333,1030,1912.66666666667,368.666666666667,53592.3333333333,1747,428.666666666667,1705.66666666667,436.666666666667,320,13608.0833333333,320,24.143871307373,"Network #1589",0.151887388979749,52.3218519446508,9.7086520962924,37.9694959590568
"123",123,"Network #89","Dataset #25","antagonistic",18,85,0.262345679012346,4.72222222222222,"Dietary matrix of the Tapong Bay","10.1016/j.marenvres.2006.03.003",2006,"hsing-juh lin","https://doi.org/10.1016%2Fj.marenvres.2006.03.003","coastal",266.666666666667,85,47.3333333333333,2950.66666666667,342,162.333333333333,179.666666666667,297,229,297.666666666667,228,1618.33333333333,2085.33333333333,1163.33333333333,32284,2026.66666666667,1231.66666666667,1992.33333333333,1240.66666666667,322,16709.0833333333,322,NA,"Network #89",0.0309909989511313,45.8576071097896,5.15874354965098,48.9836493405594
"124",124,"Network #1091","Dataset #48","antagonistic",23,46,0.0869565217391304,2,"Food web of the Lerderderg River site C","10.2307/2937053",1994,"g. p. closs","https://doi.org/10.2307%2F2937053","freshwater",168.333333333333,236.666666666667,58.3333333333333,5756,414,8.33333333333333,406,229,104.333333333333,236.666666666667,97,722,999.666666666667,531.666666666667,14803,904,564.666666666667,881.666666666667,573,324,15431.25,324,13.3617486953735,"Network #1091",0.0571054141491703,55.8401608273847,4.22982500277129,39.930014169844
"125",125,"Network #1587","Dataset #158","antagonistic",31,100,0.104058272632674,3.2258064516129,"Food web structure of the macroinvertebrate riffle community of Duffin Creek (August 1986), Ontario, Canada","10.2307/2963482",1996,"tavares-cromar","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.2307/2963482","freshwater",87.6666666666667,250.333333333333,44,11385.6666666667,339,-231.666666666667,570.666666666667,213.666666666667,-64,215,-65,746,1281.66666666667,240,36326.6666666667,1208,301,1196.66666666667,305.666666666667,325,12744.9166666667,325,24.438045501709,"Network #1587",0.302552642732484,64.3254271529693,11.862282646423,23.8122902006077
"126",126,"Network #1257","Dataset #15","antagonistic",29,82,0.0975029726516052,2.82758620689655,"Food web of pelagic communities of small lakes and ponds of the Sand Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",63.3333333333333,273.333333333333,45,11561,298,-304.666666666667,602.666666666667,183.666666666667,-92,185,-94,722.333333333333,1266.66666666667,243,35341,1178.66666666667,307.333333333333,1175.33333333333,313.333333333333,326,12342.5833333333,326,1,"Network #1257",4.67125347519158e-17,0,0,100
"127",127,"Network #1258","Dataset #15","antagonistic",22,36,0.0743801652892562,1.63636363636364,"Food web of pelagic communities of small lakes and ponds of the South Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",53.6666666666667,280.666666666667,45.3333333333333,11840.3333333333,291.666666666667,-325.666666666667,617.333333333333,175.666666666667,-105.333333333333,176.666666666667,-108.333333333333,709.333333333333,1235.66666666667,237.333333333333,34547.6666666667,1151.33333333333,298.666666666667,1148.33333333333,304.333333333333,327,12320.75,327,1,"Network #1258",5.10999027227345e-17,0,0,100
"128",128,"Network #1230","Dataset #15","antagonistic",19,28,0.0775623268698061,1.47368421052632,"Food web of pelagic communities of small lakes and ponds of the Deep Lake.","10.1126/science.257.5073.1107",1992,"karl havens","https://doi.org/10.1126%2Fscience.257.5073.1107","freshwater",49.3333333333333,276.333333333333,46,11705,285.333333333333,-318,603,170,-108,171,-111.333333333333,708.333333333333,1232.66666666667,236,34663,1148.66666666667,292.666666666667,1145,298,328,12322.4166666667,328,0,"Network #1230",5.3590417869592e-17,0,0,100
